序号,组别,信号时间,成交时间,方向,6K极值,回调突破线,回调偏移%,ATR,入场触发线,成交方式,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,年份
113,参照_回调线入场_B,2025-12-26 08:00,2025-12-26 08:00,做多,88594.0,87933.5,0.746,1021.74,87933.5,回调线入场,87933.5,86911.76,107278.87,2025-12-26 20:00,86911.76,3,-1.0,-1.162,0.0,ATR止损,2025
114,参照_回调线入场_B,2025-12-25 20:00,2025-12-25 20:00,做多,88033.3,88033.3,0.0,1050.96,88033.3,回调线入场,88033.3,86982.34,107400.63,2025-12-26 04:00,86982.34,2,-1.0,-1.194,0.0,ATR止损,2025
115,参照_回调线入场_B,2025-12-23 12:00,2025-12-23 12:00,做空,87738.3,88665.3,1.057,1085.2,88665.3,回调线入场,88665.3,89750.5,78025.46,2025-12-25 04:00,87828.99,10,0.7707,0.943,0.0,KAMA跟踪,2025
116,参照_回调线入场_B,2025-12-22 16:00,2025-12-22 16:00,做多,89600.0,89050.0,0.614,1110.35,89050.0,回调线入场,89050.0,87939.65,108641.0,2025-12-23 00:00,87939.65,2,-1.0,-1.247,0.0,ATR止损,2025
117,参照_回调线入场_B,2025-12-21 16:00,2025-12-21 16:00,做多,88434.9,88434.9,0.0,1200.27,88434.9,回调线入场,88434.9,87234.63,107890.58,2025-12-22 08:00,88434.9,4,0.0,0.0,0.0,保本平仓,2025
118,参照_回调线入场_B,2025-12-19 00:00,2025-12-19 00:00,做空,85261.3,85261.3,0.0,1366.24,85261.3,回调线入场,85261.3,86627.54,75029.94,2025-12-19 08:00,86627.54,2,-1.0,-1.602,0.0,ATR止损,2025
119,参照_回调线入场_B,2025-12-18 00:00,2025-12-18 00:00,做空,86158.4,87015.8,0.995,1255.41,87015.8,回调线入场,87015.8,88271.21,76573.9,2025-12-18 16:00,87015.8,4,0.0,0.0,0.0,保本平仓,2025
120,参照_回调线入场_B,2025-12-15 20:00,2025-12-15 20:00,做空,87504.3,87504.3,0.0,1083.35,87504.3,回调线入场,87504.3,88587.65,77003.78,2025-12-16 20:00,87504.3,6,0.0,0.0,0.0,保本平仓,2025
121,参照_回调线入场_B,2025-12-14 16:00,2025-12-14 16:00,做空,89711.9,89711.9,0.0,1134.38,89711.9,回调线入场,89711.9,90846.28,78946.47,2025-12-15 08:00,89042.1,4,0.5905,0.747,0.0,KAMA跟踪,2025
122,参照_回调线入场_B,2025-12-11 08:00,2025-12-11 08:00,做空,91520.0,91520.0,0.0,1293.1,91520.0,回调线入场,91520.0,92813.1,80537.6,2025-12-12 00:00,90866.99,4,0.505,0.714,0.0,KAMA跟踪,2025
123,参照_回调线入场_B,2025-12-09 20:00,2025-12-09 20:00,做多,92106.4,92106.4,0.0,1345.91,92106.4,回调线入场,92106.4,90760.49,112369.81,2025-12-10 16:00,92106.4,5,0.0,0.0,0.0,保本平仓,2025
124,参照_回调线入场_B,2025-12-08 00:00,2025-12-08 00:00,做多,89940.3,89940.3,0.0,1234.21,89940.3,回调线入场,89940.3,88706.09,109727.17,2025-12-08 20:00,90160.34,5,0.1783,0.245,0.0,KAMA跟踪,2025
125,参照_回调线入场_B,2025-12-05 20:00,2025-12-05 20:00,做空,90822.5,90822.5,0.0,1468.46,90822.5,回调线入场,90822.5,92290.96,79923.8,2025-12-06 20:00,89993.79,6,0.5643,0.912,0.0,KAMA跟踪,2025
126,参照_回调线入场_B,2025-12-01 04:00,2025-12-01 04:00,做空,90363.0,90363.0,0.0,1184.02,90363.0,回调线入场,90363.0,91547.02,79519.44,2025-12-02 04:00,86722.46,6,3.0747,4.029,0.0,KAMA跟踪,2025
127,参照_回调线入场_B,2025-11-27 00:00,2025-11-27 00:00,做多,88200.0,88200.0,0.0,1583.77,88200.0,回调线入场,88200.0,86616.23,107604.0,2025-11-29 00:00,90733.68,12,1.5998,2.873,0.0,KAMA跟踪,2025
128,参照_回调线入场_B,2025-11-25 00:00,2025-11-25 00:00,做多,88100.0,88100.0,0.0,1734.17,88100.0,回调线入场,88100.0,86365.83,107482.0,2025-11-25 16:00,87362.2,4,-0.4254,-0.837,0.0,保本平仓,2025
129,参照_回调线入场_B,2025-11-21 00:00,2025-11-21 00:00,做空,88564.4,88564.4,0.0,1684.45,88564.4,回调线入场,88564.4,90248.85,77936.67,2025-11-23 08:00,85728.7,14,1.6835,3.202,0.0,KAMA跟踪,2025
130,参照_回调线入场_B,2025-11-14 00:00,2025-11-14 00:00,做空,100711.0,100711.0,0.0,1467.55,100711.0,回调线入场,100711.0,102178.55,88625.68,2025-11-20 00:00,88625.68,36,8.235,12.0,0.0,固定止盈,2025
131,参照_回调线入场_B,2025-11-12 20:00,2025-11-12 20:00,做空,102400.0,102400.0,0.0,1389.17,102400.0,回调线入场,102400.0,103789.17,90112.0,2025-11-13 12:00,102400.0,4,0.0,0.0,0.0,保本平仓,2025
132,参照_回调线入场_B,2025-11-11 20:00,2025-11-11 20:00,做空,104615.7,104615.7,0.0,1401.88,104615.7,回调线入场,104615.7,106017.58,92061.82,2025-11-12 16:00,104592.08,5,0.0169,0.023,0.0,KAMA跟踪,2025
133,参照_回调线入场_B,2025-11-09 20:00,2025-11-09 20:00,做多,102443.9,102443.9,0.0,1431.53,102443.9,回调线入场,102443.9,101012.37,124981.56,2025-11-10 20:00,104765.58,6,1.6218,2.266,0.0,KAMA跟踪,2025
134,参照_回调线入场_B,2025-11-08 00:00,2025-11-08 00:00,做多,102480.4,102367.9,0.11,1625.85,102367.9,回调线入场,102367.9,100742.05,124888.84,2025-11-08 16:00,102302.8,4,-0.04,-0.064,0.0,KAMA跟踪,2025
135,参照_回调线入场_B,2025-11-03 08:00,2025-11-03 08:00,做空,109368.9,109836.7,0.428,1251.92,109836.7,回调线入场,109836.7,111088.62,96656.3,2025-11-06 00:00,104052.94,16,4.6199,5.266,0.0,KAMA跟踪,2025
136,参照_回调线入场_B,2025-11-02 12:00,2025-11-02 12:00,做多,110557.0,110557.0,0.0,1470.56,110557.0,回调线入场,110557.0,109086.44,134879.54,2025-11-03 04:00,110125.3,4,-0.2936,-0.39,0.0,保本平仓,2025
137,参照_回调线入场_B,2025-10-30 00:00,2025-10-30 00:00,做空,111326.5,112036.1,0.637,1230.47,112036.1,回调线入场,112036.1,113266.57,98591.77,2025-10-31 16:00,110191.82,10,1.4988,1.646,0.0,KAMA跟踪,2025
138,参照_回调线入场_B,2025-10-29 04:00,2025-10-29 04:00,做空,113422.0,113422.0,0.0,1179.14,113422.0,回调线入场,113422.0,114601.14,99811.36,2025-10-29 20:00,113422.0,4,0.0,0.0,0.0,保本平仓,2025
139,参照_回调线入场_B,2025-10-26 16:00,2025-10-26 16:00,做多,111903.9,111903.9,0.0,1354.2,111903.9,回调线入场,111903.9,110549.7,136522.76,2025-10-28 04:00,114561.54,9,1.9625,2.375,0.0,KAMA跟踪,2025
140,参照_回调线入场_B,2025-10-23 12:00,2025-10-23 12:00,做多,109160.0,109160.0,0.0,1771.51,109160.0,回调线入场,109160.0,107388.49,133175.2,2025-10-24 04:00,109911.36,4,0.4241,0.688,0.0,KAMA跟踪,2025
141,参照_回调线入场_B,2025-10-21 12:00,2025-10-21 12:00,做空,109005.0,109875.0,0.798,1567.45,109875.0,回调线入场,109875.0,111442.45,96690.0,2025-10-21 20:00,111442.45,2,-1.0,-1.427,0.0,ATR止损,2025
142,参照_回调线入场_B,2025-10-14 12:00,2025-10-14 12:00,做空,113210.6,113600.5,0.344,1957.54,113600.5,回调线入场,113600.5,115558.04,99968.44,2025-10-19 16:00,108144.0,31,2.7874,4.803,0.0,KAMA跟踪,2025
143,参照_回调线入场_B,2025-10-12 20:00,2025-10-12 20:00,做多,112466.2,112466.2,0.0,2238.31,112466.2,回调线入场,112466.2,110227.89,137208.76,2025-10-14 08:00,114122.67,9,0.7401,1.473,0.0,KAMA跟踪,2025
144,参照_回调线入场_B,2025-10-10 20:00,2025-10-10 20:00,做空,119572.8,119572.8,0.0,1449.31,119572.8,回调线入场,119572.8,121022.11,105224.06,2025-10-11 04:00,105224.06,2,9.9004,12.0,0.0,固定止盈,2025
145,参照_回调线入场_B,2025-10-09 20:00,2025-10-09 20:00,做空,121081.5,121607.8,0.435,1312.72,121607.8,回调线入场,121607.8,122920.52,107014.86,2025-10-10 12:00,121607.8,4,0.0,0.0,0.0,保本平仓,2025
146,参照_回调线入场_B,2025-10-09 00:00,2025-10-09 00:00,做多,123312.9,122255.4,0.858,1304.7,122255.4,回调线入场,122255.4,120950.7,149151.59,2025-10-09 16:00,121847.8,4,-0.3124,-0.333,0.0,KAMA跟踪,2025
147,参照_回调线入场_B,2025-10-07 20:00,2025-10-07 20:00,做空,123261.6,124123.3,0.699,1166.95,124123.3,回调线入场,124123.3,125290.25,109228.5,2025-10-08 16:00,122538.95,5,1.3577,1.276,0.0,KAMA跟踪,2025
148,参照_回调线入场_B,2025-10-03 20:00,2025-10-03 20:00,做多,120999.0,120999.0,0.0,1043.78,120999.0,回调线入场,120999.0,119955.22,147618.78,2025-10-06 00:00,122431.36,13,1.3723,1.184,0.0,KAMA跟踪,2025
149,参照_回调线入场_B,2025-10-01 16:00,2025-10-01 16:00,做多,114720.0,114720.0,0.0,907.61,114720.0,回调线入场,114720.0,113812.39,139958.4,2025-10-03 08:00,119772.27,10,5.5666,4.404,0.0,KAMA跟踪,2025
150,参照_回调线入场_B,2025-09-28 20:00,2025-09-28 20:00,做多,109749.9,109749.9,0.0,830.8,109749.9,回调线入场,109749.9,108919.1,133894.88,2025-09-30 12:00,113591.41,10,4.6239,3.5,0.0,KAMA跟踪,2025
151,参照_回调线入场_B,2025-09-25 16:00,2025-09-25 16:00,做空,111389.0,112356.4,0.868,930.79,112356.4,回调线入场,112356.4,113287.19,98873.63,2025-09-27 00:00,110049.41,8,2.4785,2.053,0.0,KAMA跟踪,2025
152,参照_回调线入场_B,2025-09-24 20:00,2025-09-24 20:00,做多,113254.8,113254.8,0.0,875.41,113254.8,回调线入场,113254.8,112379.39,138170.86,2025-09-25 08:00,112379.39,3,-1.0,-0.773,0.0,ATR止损,2025
153,参照_回调线入场_B,2025-09-19 16:00,2025-09-19 16:00,做空,116489.7,116489.7,0.0,946.93,116489.7,回调线入场,116489.7,117436.63,102510.94,2025-09-20 12:00,115760.06,5,0.7705,0.626,0.0,KAMA跟踪,2025
154,参照_回调线入场_B,2025-09-18 08:00,2025-09-18 08:00,做多,117266.4,117266.4,0.0,838.27,117266.4,回调线入场,117266.4,116428.13,143065.01,2025-09-19 00:00,117266.4,4,0.0,0.0,0.0,保本平仓,2025
155,参照_回调线入场_B,2025-09-17 00:00,2025-09-17 00:00,做多,115968.0,115968.0,0.0,802.3,115968.0,回调线入场,115968.0,115165.7,141480.96,2025-09-17 20:00,115968.0,5,0.0,0.0,0.0,保本平仓,2025
156,参照_回调线入场_B,2025-09-10 20:00,2025-09-10 20:00,做多,112900.0,112900.0,0.0,998.69,112900.0,回调线入场,112900.0,111901.31,137738.0,2025-09-14 20:00,115194.85,24,2.2978,2.033,0.0,KAMA跟踪,2025
157,参照_回调线入场_B,2025-09-09 12:00,2025-09-09 12:00,做多,112867.6,112867.6,0.0,927.41,112867.6,回调线入场,112867.6,111940.19,137698.47,2025-09-09 20:00,111940.19,2,-1.0,-0.822,0.0,ATR止损,2025
158,参照_回调线入场_B,2025-09-07 00:00,2025-09-07 00:00,做空,110153.3,110153.3,0.0,1298.51,110153.3,回调线入场,110153.3,111451.81,96934.9,2025-09-07 16:00,110710.8,4,-0.4293,-0.506,0.0,保本平仓,2025
159,参照_回调线入场_B,2025-09-04 20:00,2025-09-04 20:00,做空,110237.2,110966.8,0.662,1191.06,110966.8,回调线入场,110966.8,112157.86,97650.78,2025-09-05 12:00,111267.0,4,-0.252,-0.271,0.0,KAMA跟踪,2025
160,参照_回调线入场_B,2025-09-03 20:00,2025-09-03 20:00,做多,111742.1,111742.1,0.0,1277.13,111742.1,回调线入场,111742.1,110464.97,136325.36,2025-09-04 12:00,111107.1,4,-0.4972,-0.568,0.0,保本平仓,2025
161,参照_回调线入场_B,2025-09-02 08:00,2025-09-02 08:00,做多,109874.8,109874.8,0.0,1133.16,109874.8,回调线入场,109874.8,108741.64,134047.26,2025-09-02 20:00,108741.64,3,-1.0,-1.031,0.0,ATR止损,2025
162,参照_回调线入场_B,2025-09-01 12:00,2025-09-01 12:00,做多,109196.5,109190.4,0.006,1087.59,109190.4,回调线入场,109190.4,108102.81,133212.29,2025-09-02 04:00,109178.7,4,-0.0108,-0.011,0.0,保本平仓,2025
163,参照_回调线入场_B,2025-08-29 12:00,2025-08-29 12:00,做空,111238.5,111892.4,0.588,1318.07,111892.4,回调线入场,111892.4,113210.47,98465.31,2025-08-31 08:00,109080.88,11,2.1331,2.513,0.0,KAMA跟踪,2025
164,参照_回调线入场_B,2025-08-28 12:00,2025-08-28 12:00,做多,112568.5,112568.5,0.0,1320.28,112568.5,回调线入场,112568.5,111248.22,137333.57,2025-08-29 04:00,111864.8,4,-0.533,-0.625,0.0,保本平仓,2025
165,参照_回调线入场_B,2025-08-24 20:00,2025-08-24 20:00,做空,114510.0,114510.0,0.0,1195.55,114510.0,回调线入场,114510.0,115705.55,100768.8,2025-08-27 04:00,111178.87,14,2.7863,2.909,0.0,KAMA跟踪,2025
166,参照_回调线入场_B,2025-08-22 20:00,2025-08-22 20:00,做多,113936.0,113936.0,0.0,1086.72,113936.0,回调线入场,113936.0,112849.28,139001.92,2025-08-23 20:00,114744.7,6,0.7442,0.71,0.0,KAMA跟踪,2025
167,参照_回调线入场_B,2025-08-22 00:00,2025-08-22 00:00,做空,112545.4,113200.0,0.582,1139.25,113200.0,回调线入场,113200.0,114339.25,99616.0,2025-08-22 16:00,113200.0,4,0.0,0.0,0.0,保本平仓,2025
168,参照_回调线入场_B,2025-08-19 20:00,2025-08-19 20:00,做空,114303.8,114769.2,0.407,1057.69,114769.2,回调线入场,114769.2,115826.89,100996.9,2025-08-21 08:00,114757.08,9,0.0115,0.011,0.0,KAMA跟踪,2025
169,参照_回调线入场_B,2025-08-18 08:00,2025-08-18 08:00,做空,117121.6,117121.6,0.0,1082.4,117121.6,回调线入场,117121.6,118204.0,103067.01,2025-08-19 04:00,116878.79,5,0.2243,0.207,0.0,KAMA跟踪,2025
170,参照_回调线入场_B,2025-08-14 20:00,2025-08-14 20:00,做空,120066.1,120066.1,0.0,1179.37,120066.1,回调线入场,120066.1,121245.47,105658.17,2025-08-17 16:00,118183.84,17,1.596,1.568,0.0,KAMA跟踪,2025
171,参照_回调线入场_B,2025-08-13 16:00,2025-08-13 16:00,做多,120270.0,120270.0,0.0,1127.35,120270.0,回调线入场,120270.0,119142.65,146729.4,2025-08-14 12:00,121344.97,5,0.9535,0.894,0.0,KAMA跟踪,2025
172,参照_回调线入场_B,2025-08-10 08:00,2025-08-10 08:00,做多,117906.7,117906.7,0.0,977.65,117906.7,回调线入场,117906.7,116929.05,143846.17,2025-08-12 00:00,119138.36,10,1.2598,1.045,0.0,KAMA跟踪,2025
173,参照_回调线入场_B,2025-08-07 16:00,2025-08-07 16:00,做多,115674.2,115674.2,0.0,1070.64,115674.2,回调线入场,115674.2,114603.56,141122.52,2025-08-08 20:00,116100.45,7,0.3981,0.368,0.0,KAMA跟踪,2025
174,参照_回调线入场_B,2025-08-06 20:00,2025-08-06 20:00,做多,114860.1,114860.1,0.0,1082.69,114860.1,回调线入场,114860.1,113777.41,140129.32,2025-08-07 12:00,114500.9,4,-0.3318,-0.313,0.0,保本平仓,2025
175,参照_回调线入场_B,2025-08-05 12:00,2025-08-05 12:00,做空,114070.0,114070.0,0.0,1048.15,114070.0,回调线入场,114070.0,115118.15,100381.6,2025-08-06 04:00,114070.0,4,0.0,0.0,0.0,保本平仓,2025
176,参照_回调线入场_B,2025-08-01 04:00,2025-08-01 04:00,做空,116691.1,116829.8,0.119,1116.63,116829.8,回调线入场,116829.8,117946.43,102810.22,2025-08-03 08:00,113512.83,13,2.9705,2.839,0.0,KAMA跟踪,2025
177,参照_回调线入场_B,2025-07-31 00:00,2025-07-31 00:00,做空,116923.0,116923.0,0.0,1063.44,116923.0,回调线入场,116923.0,117986.44,102892.24,2025-07-31 08:00,117986.44,2,-1.0,-0.91,0.0,ATR止损,2025
178,参照_回调线入场_B,2025-07-29 20:00,2025-07-29 20:00,做空,117388.0,117388.0,0.0,1025.68,117388.0,回调线入场,117388.0,118413.68,103301.44,2025-07-30 12:00,118106.5,4,-0.7005,-0.612,0.0,保本平仓,2025
179,参照_回调线入场_B,2025-07-25 08:00,2025-07-25 08:00,做空,117050.2,117050.2,0.0,1344.98,117050.2,回调线入场,117050.2,118395.18,103004.18,2025-07-26 04:00,117050.2,5,0.0,0.0,0.0,保本平仓,2025
180,参照_回调线入场_B,2025-07-21 12:00,2025-07-21 12:00,做多,118856.6,118856.6,0.0,1136.91,118856.6,回调线入场,118856.6,117719.69,145005.05,2025-07-22 00:00,117719.69,3,-1.0,-0.957,0.0,ATR止损,2025
181,参照_回调线入场_B,2025-07-20 20:00,2025-07-20 20:00,做多,118301.4,118301.4,0.0,1315.82,118301.4,回调线入场,118301.4,116985.58,144327.71,2025-07-21 04:00,116985.58,2,-1.0,-1.112,0.0,ATR止损,2025
182,参照_回调线入场_B,2025-07-15 08:00,2025-07-15 08:00,做空,118862.6,118862.6,0.0,1132.91,118862.6,回调线入场,118862.6,119995.51,104599.09,2025-07-16 16:00,118862.6,8,0.0,0.0,0.0,保本平仓,2025
183,参照_回调线入场_B,2025-07-13 20:00,2025-07-13 20:00,做多,118058.3,117819.8,0.202,1129.75,117819.8,回调线入场,117819.8,116690.05,143740.16,2025-07-14 20:00,120365.8,6,2.2536,2.161,0.0,KAMA跟踪,2025
184,参照_回调线入场_B,2025-07-10 00:00,2025-07-10 00:00,做多,109738.5,109115.4,0.568,790.97,109115.4,回调线入场,109115.4,108324.43,133120.79,2025-07-12 20:00,117269.37,17,10.3089,7.473,0.0,KAMA跟踪,2025
185,参照_回调线入场_B,2025-07-07 04:00,2025-07-07 04:00,做多,109079.1,108211.0,0.796,738.28,108211.0,回调线入场,108211.0,107472.72,132017.42,2025-07-07 20:00,108594.42,4,0.5193,0.354,0.0,KAMA跟踪,2025
186,参照_回调线入场_B,2025-07-05 00:00,2025-07-05 00:00,做空,107436.0,108966.0,1.424,967.92,108966.0,回调线入场,108966.0,109933.92,95890.08,2025-07-06 20:00,108173.77,11,0.8185,0.727,0.0,KAMA跟踪,2025
187,参照_回调线入场_B,2025-07-02 16:00,2025-07-02 16:00,做多,107144.4,107140.7,0.003,872.39,107140.7,回调线入场,107140.7,106268.31,130711.65,2025-07-04 20:00,108454.38,13,1.5058,1.226,0.0,KAMA跟踪,2025
188,参照_回调线入场_B,2025-07-01 16:00,2025-07-01 16:00,做空,106557.4,106686.4,0.121,868.32,106686.4,回调线入场,106686.4,107554.72,93884.03,2025-07-02 12:00,106314.41,5,0.4284,0.349,0.0,KAMA跟踪,2025
189,参照_回调线入场_B,2025-06-29 16:00,2025-06-29 16:00,做多,107538.0,107538.0,0.0,988.66,107538.0,回调线入场,107538.0,106549.34,131196.36,2025-06-30 12:00,107575.88,5,0.0383,0.035,0.0,KAMA跟踪,2025
190,参照_回调线入场_B,2025-06-22 20:00,2025-06-22 20:00,做空,100789.9,100789.9,0.0,1110.98,100789.9,回调线入场,100789.9,101900.88,88695.11,2025-06-23 12:00,101104.3,4,-0.283,-0.312,0.0,保本平仓,2025
191,参照_回调线入场_B,2025-06-22 00:00,2025-06-22 00:00,做空,102255.3,102255.3,0.0,1171.39,102255.3,回调线入场,102255.3,103426.69,89984.66,2025-06-22 16:00,102399.1,4,-0.1228,-0.141,0.0,保本平仓,2025
192,参照_回调线入场_B,2025-06-21 00:00,2025-06-21 00:00,做空,103805.9,103870.3,0.062,1106.62,103870.3,回调线入场,103870.3,104976.92,91405.86,2025-06-21 16:00,103870.3,4,0.0,0.0,0.0,保本平仓,2025
193,参照_回调线入场_B,2025-06-20 16:00,2025-06-20 16:00,做多,105765.8,105032.1,0.694,1130.74,105032.1,回调线入场,105032.1,103901.36,128139.16,2025-06-20 20:00,103901.36,1,-1.0,-1.077,0.0,ATR止损,2025
194,参照_回调线入场_B,2025-06-17 16:00,2025-06-17 16:00,做空,106068.0,106446.6,0.357,1032.1,106446.6,回调线入场,106446.6,107478.7,93673.01,2025-06-20 12:00,105385.89,17,1.0277,0.996,0.0,KAMA跟踪,2025
195,参照_回调线入场_B,2025-06-16 12:00,2025-06-16 12:00,做多,106099.4,106099.4,0.0,1047.92,106099.4,回调线入场,106099.4,105051.48,129441.27,2025-06-17 08:00,106575.99,5,0.4548,0.449,0.0,KAMA跟踪,2025
196,参照_回调线入场_B,2025-06-09 16:00,2025-06-09 16:00,做多,106482.6,106482.6,0.0,912.46,106482.6,回调线入场,106482.6,105570.14,129908.77,2025-06-12 00:00,108825.32,14,2.5675,2.2,0.0,KAMA跟踪,2025
197,参照_回调线入场_B,2025-06-08 20:00,2025-06-08 20:00,做多,105878.3,105878.3,0.0,1023.35,105878.3,回调线入场,105878.3,104854.95,129171.53,2025-06-09 12:00,105617.0,4,-0.2553,-0.247,0.0,保本平仓,2025
198,参照_回调线入场_B,2025-06-07 20:00,2025-06-07 20:00,做多,105293.0,105283.0,0.009,1189.33,105283.0,回调线入场,105283.0,104093.67,128445.26,2025-06-08 16:00,105283.0,5,0.0,0.0,0.0,保本平仓,2025
199,参照_回调线入场_B,2025-06-03 20:00,2025-06-03 20:00,做多,106470.8,106470.8,0.0,1140.55,106470.8,回调线入场,106470.8,105330.25,129894.38,2025-06-04 04:00,105330.25,2,-1.0,-1.071,0.0,ATR止损,2025
200,参照_回调线入场_B,2025-06-02 04:00,2025-06-02 04:00,做多,105285.0,104859.3,0.404,1196.47,104859.3,回调线入场,104859.3,103662.83,127928.35,2025-06-02 20:00,104000.1,4,-0.7181,-0.819,0.0,KAMA跟踪,2025
201,参照_回调线入场_B,2025-05-30 00:00,2025-05-30 00:00,做空,106400.0,106723.9,0.304,1278.1,106723.9,回调线入场,106723.9,108002.0,93917.03,2025-06-02 00:00,105109.97,18,1.2628,1.512,0.0,KAMA跟踪,2025
202,参照_回调线入场_B,2025-05-26 08:00,2025-05-26 08:00,做多,109285.1,108250.1,0.947,1446.27,108250.1,回调线入场,108250.1,106803.83,132065.12,2025-05-27 00:00,108956.81,4,0.4886,0.653,0.0,KAMA跟踪,2025
203,参照_回调线入场_B,2025-05-23 16:00,2025-05-23 16:00,做空,110238.5,110238.5,0.0,1604.37,110238.5,回调线入场,110238.5,111842.87,97009.88,2025-05-24 16:00,109006.91,6,0.7676,1.117,0.0,KAMA跟踪,2025
204,参照_回调线入场_B,2025-05-21 00:00,2025-05-21 00:00,做多,106800.0,106800.0,0.0,1315.57,106800.0,回调线入场,106800.0,105484.43,130296.0,2025-05-21 16:00,106463.7,4,-0.2556,-0.315,0.0,保本平仓,2025
205,参照_回调线入场_B,2025-05-19 12:00,2025-05-19 12:00,做空,103217.2,103244.3,0.026,969.42,103244.3,回调线入场,103244.3,104213.72,90854.98,2025-05-19 20:00,104213.72,2,-1.0,-0.939,0.0,ATR止损,2025
206,参照_回调线入场_B,2025-05-18 12:00,2025-05-18 12:00,做多,103658.0,103658.0,0.0,1104.21,103658.0,回调线入场,103658.0,102553.79,126462.76,2025-05-19 04:00,103658.0,4,0.0,0.0,0.0,保本平仓,2025
207,参照_回调线入场_B,2025-05-15 12:00,2025-05-15 12:00,做空,102536.0,102536.0,0.0,1262.54,102536.0,回调线入场,102536.0,103798.54,90231.68,2025-05-16 00:00,103798.54,3,-1.0,-1.231,0.0,ATR止损,2025
208,参照_回调线入场_B,2025-05-14 00:00,2025-05-14 00:00,做多,103930.1,103080.9,0.817,1332.92,103080.9,回调线入场,103080.9,101747.98,125758.7,2025-05-14 16:00,103080.9,4,0.0,0.0,0.0,保本平仓,2025
209,参照_回调线入场_B,2025-05-13 00:00,2025-05-13 00:00,做空,102345.0,103502.4,1.131,1162.46,103502.4,回调线入场,103502.4,104664.86,91082.11,2025-05-13 16:00,102744.97,4,0.6516,0.732,0.0,KAMA跟踪,2025
210,参照_回调线入场_B,2025-05-08 08:00,2025-05-08 08:00,做多,97700.0,97700.0,0.0,1013.19,97700.0,回调线入场,97700.0,96686.81,119194.0,2025-05-12 20:00,103044.78,27,5.2752,5.471,0.0,KAMA跟踪,2025
211,参照_回调线入场_B,2025-05-07 04:00,2025-05-07 04:00,做多,95165.1,95165.1,0.0,916.48,95165.1,回调线入场,95165.1,94248.62,116101.42,2025-05-08 00:00,95723.24,5,0.609,0.587,0.0,KAMA跟踪,2025
212,参照_回调线入场_B,2025-05-04 04:00,2025-05-04 04:00,做空,95804.8,95804.8,0.0,943.77,95804.8,回调线入场,95804.8,96748.57,84308.22,2025-05-06 00:00,94844.39,11,1.0176,1.002,0.0,KAMA跟踪,2025
213,参照_回调线入场_B,2025-05-01 16:00,2025-05-01 16:00,做多,95186.5,95186.5,0.0,999.71,95186.5,回调线入场,95186.5,94186.79,116127.53,2025-05-03 16:00,95925.22,12,0.7389,0.776,0.0,KAMA跟踪,2025
