序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
122,2026-04-17 20:00,做多,6K极值,76335.41,950.57,1.258,3.9,436,0.57,4.06,确认,,,2026-04-18 16:00,76335.41,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2026
123,2026-04-17 16:00,做多,基准值,75496.4,928.1,1.237,3.2,15,-0.36,2.15,弱突破,,,2026-04-17 16:00,75542.1,0,0.049,,0.049,2.0x,,2.0x,0.098,,0.098,弱突破平仓,2026
124,2026-04-17 00:00,做多,基准值,75134.66,951.02,1.274,2.86,4,-0.26,1.08,弱突破,,,2026-04-17 00:00,75309.88,0,0.184,,0.184,2.0x,,2.0x,0.368,,0.368,弱突破平仓,2026
125,2026-04-16 00:00,做多,6K极值,74465.9,926.5,1.255,1.79,5,-0.66,0.88,确认,,,2026-04-16 16:00,74465.9,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2026
126,2026-04-15 12:00,做空,基准值,73789.7,948.2,1.276,2.47,7,1.3,0.69,弱突破,,,2026-04-15 12:00,73705.1,0,0.089,,0.089,1.5x,,1.5x,0.134,,0.134,弱突破平仓,2026
127,2026-04-13 20:00,做多,基准值,71245.0,796.99,1.124,-2.09,8,0.25,2.96,确认,,,2026-04-15 00:00,73994.61,7,3.45,,3.45,2.0x,,2.0x,6.9,,6.9,KAMA跟踪止损,2026
128,2026-04-12 20:00,做空,基准值,71268.62,861.74,1.206,-1.24,17,2.15,1.53,弱突破,,,2026-04-12 20:00,70856.2,0,0.479,,0.479,1.5x,,1.5x,0.718,,0.718,弱突破平仓,2026
129,2026-04-08 04:00,做多,基准值,69218.74,837.22,1.213,-4.71,79,0.58,4.51,确认,是,71260.06,2026-04-12 08:00,72130.15,25,3.477,0.302,3.78,2.0x,,2.0x,6.955,0.605,7.56,KAMA跟踪止损,2026
130,2026-04-06 04:00,做多,6K极值,67809.01,688.03,1.022,-7.17,24,0.81,2.7,确认,,,2026-04-07 04:00,69021.6,6,1.762,,1.762,2.0x,,2.0x,3.525,,3.525,KAMA跟踪止损,2026
131,2026-04-05 20:00,做多,基准值,67279.2,680.28,1.016,-7.65,3,-0.44,1.87,弱突破,,,2026-04-05 20:00,67279.31,0,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,弱突破平仓,2026
132,2026-04-05 12:00,做空,6K极值,66954.1,703.89,1.049,-7.47,5,0.36,0.83,弱突破,,,2026-04-05 12:00,66787.5,0,0.237,,0.237,1.5x,,1.5x,0.355,,0.355,弱突破平仓,2026
133,2026-04-04 20:00,做多,6K极值,67211.1,786.8,1.172,-7.57,10,0.3,0.78,弱突破,,,2026-04-04 20:00,67357.3,0,0.186,,0.186,2.0x,,2.0x,0.372,,0.372,弱突破平仓,2026
134,2026-04-04 16:00,做多,6K极值,67023.7,810.55,1.21,-7.77,4,0.19,0.37,弱突破,,,2026-04-04 16:00,67128.9,0,0.13,,0.13,2.0x,,2.0x,0.26,,0.26,弱突破平仓,2026
135,2026-04-02 08:00,做空,基准值,67915.52,983.03,1.444,-6.9,8,0.85,1.59,确认,,,2026-04-03 00:00,67290.4,4,0.636,,0.636,1.5x,,1.5x,0.954,,0.954,KAMA跟踪止损,2026
136,2026-04-01 12:00,做多,基准值,68566.73,1008.59,1.48,-6.83,29,2.16,1.37,弱突破,,,2026-04-01 12:00,68668.5,0,0.101,,0.101,2.0x,,2.0x,0.202,,0.202,弱突破平仓,2026
137,2026-03-31 00:00,做空,6K极值,67059.6,912.71,1.35,-7.93,3,-0.7,1.34,确认,,,2026-03-31 08:00,67972.31,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
138,2026-03-30 12:00,做多,6K极值,67416.72,936.75,1.395,-8.57,16,0.95,1.03,弱突破,,,2026-03-30 12:00,67596.7,0,0.192,,0.192,2.0x,,2.0x,0.384,,0.384,弱突破平仓,2026
139,2026-03-30 08:00,做多,基准值,66844.3,899.17,1.363,-10.38,8,-1.21,1.83,弱突破,,,2026-03-30 08:00,67129.24,0,0.317,,0.317,2.0x,,2.0x,0.634,,0.634,弱突破平仓,2026
140,2026-03-30 04:00,做空,6K极值,66136.82,851.22,1.283,-9.91,10,0.47,1.84,弱突破,,,2026-03-30 04:00,65973.4,0,0.192,,0.192,1.5x,,1.5x,0.288,,0.288,弱突破平仓,2026
141,2026-03-26 12:00,做空,6K极值,70610.2,1085.96,1.533,-4.61,7,-0.07,0.8,确认,,,2026-03-28 20:00,66636.04,14,3.66,,3.66,1.5x,,1.5x,5.489,,5.489,KAMA跟踪止损,2026
142,2026-03-25 16:00,做多,6K极值,71313.8,1099.23,1.55,-4.75,10,2.25,0.95,弱突破,,,2026-03-25 16:00,71650.2,0,0.306,,0.306,2.0x,,2.0x,0.612,,0.612,弱突破平仓,2026
143,2026-03-25 00:00,做空,6K极值,69487.74,1130.78,1.619,-6.29,7,0.95,1.33,弱突破,,,2026-03-25 00:00,69342.1,0,0.129,,0.129,1.5x,,1.5x,0.193,,0.193,弱突破平仓,2026
144,2026-03-24 20:00,做空,6K极值,70091.96,1103.32,1.551,-4.58,5,-0.35,2.18,弱突破,,,2026-03-24 20:00,69842.5,0,0.226,,0.226,1.5x,,1.5x,0.339,,0.339,弱突破平仓,2026
145,2026-03-24 12:00,做多,基准值,71213.33,1125.97,1.597,-5.39,3,0.57,0.94,弱突破,,,2026-03-24 12:00,71266.0,0,0.047,,0.047,2.0x,,2.0x,0.094,,0.094,弱突破平仓,2026
146,2026-03-22 04:00,做空,6K极值,70176.8,938.83,1.334,-6.12,13,0.45,0.75,确认,,,2026-03-23 16:00,69024.35,9,1.228,,1.228,1.5x,,1.5x,1.841,,1.841,KAMA跟踪止损,2026
147,2026-03-22 00:00,做空,6K极值,70431.9,964.9,1.367,-5.81,4,0.05,0.32,弱突破,,,2026-03-22 00:00,70366.03,0,0.068,,0.068,1.5x,,1.5x,0.102,,0.102,弱突破平仓,2026
148,2026-03-20 12:00,做多,6K极值,70777.39,1120.58,1.585,-5.9,5,1.92,0.61,弱突破,,,2026-03-20 12:00,70811.9,0,0.031,,0.031,2.0x,,2.0x,0.062,,0.062,弱突破平仓,2026
149,2026-03-18 16:00,做空,6K极值,73506.97,1062.42,1.439,-2.09,11,0.85,1.06,确认,,,2026-03-20 08:00,70572.33,10,2.762,,2.762,1.5x,,1.5x,4.143,,4.143,KAMA跟踪止损,2026
150,2026-03-16 04:00,做多,6K极值,71964.9,924.44,1.293,-5.42,13,0.13,1.49,确认,,,2026-03-17 16:00,73643.35,9,1.816,,1.816,2.0x,,2.0x,3.631,,3.631,KAMA跟踪止损,2026
151,2026-03-15 16:00,做多,6K极值,71750.68,981.54,1.374,-5.54,9,1.07,0.47,弱突破,,,2026-03-15 16:00,71800.0,0,0.05,,0.05,2.0x,,2.0x,0.1,,0.1,弱突破平仓,2026
152,2026-03-15 08:00,做多,6K极值,71218.6,1021.6,1.435,-5.97,6,0.66,0.55,弱突破,,,2026-03-15 08:00,71321.7,0,0.101,,0.101,2.0x,,2.0x,0.202,,0.202,弱突破平仓,2026
153,2026-03-15 04:00,做多,6K极值,70910.81,1043.25,1.476,-6.64,3,0.14,0.3,弱突破,,,2026-03-15 04:00,71174.4,0,0.253,,0.253,2.0x,,2.0x,0.505,,0.505,弱突破平仓,2026
154,2026-03-13 08:00,做多,6K极值,70703.6,1153.78,1.637,-7.21,13,0.13,1.4,确认,,,2026-03-14 04:00,70703.6,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2026
155,2026-03-11 16:00,做空,6K极值,69379.1,1235.58,1.775,-8.56,7,0.56,0.56,弱突破,,,2026-03-11 16:00,69144.7,0,0.19,,0.19,1.5x,,1.5x,0.285,,0.285,弱突破平仓,2026
156,2026-03-10 20:00,做多,6K极值,71266.6,1206.92,1.71,-7.5,26,3.18,2.7,弱突破,,,2026-03-10 20:00,71303.56,0,0.031,,0.031,2.0x,,2.0x,0.061,,0.061,弱突破平仓,2026
157,2026-03-10 16:00,做多,6K极值,70551.7,1222.38,1.737,-7.77,23,2.03,1.37,弱突破,,,2026-03-10 16:00,70574.4,0,0.019,,0.019,2.0x,,2.0x,0.037,,0.037,弱突破平仓,2026
158,2026-03-09 20:00,做多,6K极值,68412.4,1169.45,1.727,-11.46,17,2.71,2.31,弱突破,,,2026-03-09 20:00,68849.9,0,0.374,,0.374,2.0x,,2.0x,0.748,,0.748,弱突破平仓,2026
159,2026-03-09 04:00,做空,6K极值,66722.76,1097.14,1.63,-12.28,37,-0.02,1.69,确认,,,2026-03-09 12:00,67819.9,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2026
160,2026-03-08 16:00,做多,6K极值,67458.9,1137.74,1.691,-12.29,3,0.36,0.98,弱突破,,,2026-03-08 16:00,67490.1,0,0.027,,0.027,2.0x,,2.0x,0.055,,0.055,弱突破平仓,2026
161,2026-03-06 20:00,做空,6K极值,70100.0,1406.27,2.003,-9.2,13,0.93,1.9,确认,,,2026-03-08 12:00,67387.15,10,1.929,,1.929,1.0x,,1.0x,1.929,,1.929,KAMA跟踪止损,2026
162,2026-03-04 16:00,做多,6K极值,69588.4,1430.14,2.059,-10.68,134,1.58,2.29,确认,,,2026-03-06 08:00,70510.52,10,0.645,,0.645,1.0x,,1.0x,0.645,,0.645,KAMA跟踪止损,2026
163,2026-03-04 12:00,做多,基准值,68971.86,1391.6,2.055,-12.94,7,-0.02,0.95,弱突破,,,2026-03-04 12:00,69474.99,0,0.362,,0.362,1.0x,,1.0x,0.362,,0.362,弱突破平仓,2026
164,2026-03-02 20:00,做多,基准值,67023.03,1264.18,1.906,-15.19,27,0.89,2.71,确认,是,68928.4,2026-03-03 16:00,67023.03,5,0.0,-0.601,-0.601,2.0x,,2.0x,0.0,-1.202,-1.202,KAMA跟踪止损,2026
165,2026-03-02 00:00,做空,6K极值,66115.1,1256.68,1.881,-14.88,5,1.01,1.06,弱突破,,,2026-03-02 00:00,65931.0,0,0.146,,0.146,1.5x,,1.5x,0.22,,0.22,弱突破平仓,2026
166,2026-03-01 04:00,做多,6K极值,66622.88,1237.63,1.866,-15.86,8,3.99,0.99,弱突破,,,2026-03-01 04:00,66957.16,0,0.27,,0.27,2.0x,,2.0x,0.54,,0.54,弱突破平仓,2026
167,2026-03-01 00:00,做多,基准值,65786.8,1198.59,1.85,-17.81,7,-1.46,1.01,弱突破,,,2026-03-01 00:00,66338.63,0,0.46,,0.46,2.0x,,2.0x,0.921,,0.921,弱突破平仓,2026
168,2026-02-27 16:00,做空,6K极值,66852.81,1143.3,1.69,-14.57,10,-0.12,1.35,确认,,,2026-02-28 20:00,65266.62,7,1.387,,1.387,1.5x,,1.5x,2.081,,2.081,KAMA跟踪止损,2026
169,2026-02-25 20:00,做多,基准值,66283.06,1050.42,1.606,-18.19,14,2.13,2.06,确认,是,68999.52,2026-02-26 20:00,66983.9,6,0.667,-0.535,0.132,2.0x,,2.0x,1.334,-1.07,0.264,KAMA跟踪止损,2026
170,2026-02-23 08:00,做空,6K极值,67163.9,806.06,1.192,-16.75,99,0.84,3.97,确认,是,65915.8,2026-02-25 08:00,64960.64,12,2.733,0.465,3.198,1.5x,,1.5x,4.1,0.697,4.798,KAMA跟踪止损,2026
171,2026-02-22 20:00,做空,基准值,67776.79,839.36,1.231,-16.05,7,-0.32,1.3,弱突破,,,2026-02-22 20:00,67659.9,0,0.139,,0.139,1.5x,,1.5x,0.209,,0.209,弱突破平仓,2026
172,2026-02-21 20:00,做多,6K极值,68261.14,963.38,1.415,-16.6,25,0.11,0.78,弱突破,,,2026-02-21 20:00,68589.92,0,0.341,,0.341,2.0x,,2.0x,0.683,,0.683,弱突破平仓,2026
173,2026-02-20 12:00,做多,6K极值,67466.7,1042.23,1.548,-17.89,9,1.45,0.94,弱突破,,,2026-02-20 12:00,67794.8,0,0.315,,0.315,2.0x,,2.0x,0.63,,0.63,弱突破平仓,2026
174,2026-02-20 08:00,做多,6K极值,67175.2,1068.18,1.595,-18.73,7,0.76,0.65,弱突破,,,2026-02-20 08:00,67334.96,0,0.15,,0.15,2.0x,,2.0x,0.299,,0.299,弱突破平仓,2026
175,2026-02-19 00:00,做空,6K极值,66692.28,1156.47,1.709,-18.33,32,-0.11,1.92,弱突破,,,2026-02-19 00:00,66142.16,0,0.476,,0.476,1.5x,,1.5x,0.714,,0.714,弱突破平仓,2026
176,2026-02-17 20:00,做空,6K极值,67665.46,1151.21,1.697,-18.61,5,1.51,2.26,弱突破,,,2026-02-17 20:00,67358.4,0,0.267,,0.267,1.5x,,1.5x,0.4,,0.4,弱突破平仓,2026
177,2026-02-16 20:00,做空,基准值,68118.59,1151.61,1.674,-17.88,17,-0.04,2.95,确认,,,2026-02-17 08:00,68443.6,3,-0.282,,-0.282,1.5x,,1.5x,-0.423,,-0.423,3K收盘认赔,2026
178,2026-02-16 00:00,做空,6K极值,68752.8,1241.29,1.797,-18.0,12,1.22,1.08,弱突破,,,2026-02-16 00:00,68270.41,0,0.389,,0.389,1.5x,,1.5x,0.583,,0.583,弱突破平仓,2026
179,2026-02-13 20:00,做多,6K极值,67186.91,1501.13,2.236,-21.11,11,1.35,2.12,确认,,,2026-02-15 20:00,69620.25,12,1.621,,1.621,1.0x,,1.0x,1.621,,1.621,KAMA跟踪止损,2026
180,2026-02-13 00:00,做空,基准值,66644.47,1599.56,2.384,-21.59,6,0.67,1.97,确认,,,2026-02-13 16:00,66644.47,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2026
181,2026-02-11 12:00,做空,6K极值,67972.46,1655.19,2.429,-20.89,27,1.6,1.44,确认,,,2026-02-12 04:00,67667.61,4,0.184,,0.184,1.0x,,1.0x,0.184,,0.184,KAMA跟踪止损,2026
182,2026-02-06 20:00,做多,6K极值,66780.37,2251.96,3.381,-24.96,4,5.9,1.37,确认,,,2026-02-10 16:00,68439.31,23,0.737,,0.737,1.0x,,1.0x,0.737,,0.737,KAMA跟踪止损,2026
183,2026-02-06 00:00,做空,6K极值,66713.4,1878.15,2.784,-24.44,2868,5.27,2.55,确认,是,62890.9,2026-02-06 16:00,65338.22,4,0.732,-0.429,0.303,1.0x,,1.0x,0.732,-0.429,0.303,KAMA跟踪止损,2026
184,2026-02-04 00:00,做空,6K极值,77027.2,1547.26,1.981,-13.74,8,0.78,3.38,确认,是,74092.59,2026-02-05 20:00,67783.94,11,5.974,2.15,8.124,1.5x,,1.5x,8.961,3.225,12.186,止盈,2026
185,2026-01-31 20:00,做空,6K极值,82549.3,1262.28,1.521,-9.55,8,1.46,1.62,确认,,,2026-02-02 20:00,77988.47,12,3.613,,3.613,1.5x,,1.5x,5.42,,5.42,KAMA跟踪止损,2026
186,2026-01-31 16:00,做空,6K极值,83368.0,1273.32,1.525,-8.97,3,0.8,0.74,弱突破,,,2026-01-31 16:00,82983.96,0,0.302,,0.302,1.5x,,1.5x,0.452,,0.452,弱突破平仓,2026
187,2026-01-29 08:00,做空,6K极值,88835.97,1003.66,1.124,-3.57,7,0.86,1.13,确认,,,2026-01-31 00:00,83989.74,10,4.829,,4.829,1.5x,,1.5x,7.243,,7.243,KAMA跟踪止损,2026
188,2026-01-28 16:00,做多,基准值,89486.0,923.61,1.037,-3.74,26,0.82,0.97,确认,,,2026-01-29 04:00,89265.8,3,-0.238,,-0.238,2.0x,,2.0x,-0.477,,-0.477,3K收盘认赔,2026
189,2026-01-28 04:00,做多,6K极值,88789.5,956.94,1.083,-4.63,16,0.1,1.37,弱突破,,,2026-01-28 04:00,89203.9,0,0.433,,0.433,2.0x,,2.0x,0.866,,0.866,弱突破平仓,2026
190,2026-01-26 00:00,做空,6K极值,88095.03,812.5,0.919,-4.84,192,0.59,4.03,确认,,,2026-01-26 16:00,87482.42,4,0.754,,0.754,1.5x,,1.5x,1.131,,1.131,KAMA跟踪止损,2026
191,2026-01-25 16:00,做空,6K极值,88600.1,833.93,0.941,-4.59,16,0.73,0.89,弱突破,,,2026-01-25 16:00,88531.22,0,0.083,,0.083,1.5x,,1.5x,0.124,,0.124,弱突破平仓,2026
192,2026-01-25 12:00,做空,6K极值,88802.67,853.55,0.96,-4.27,9,0.35,0.47,弱突破,,,2026-01-25 12:00,88630.9,0,0.201,,0.201,1.5x,,1.5x,0.302,,0.302,弱突破平仓,2026
193,2026-01-25 08:00,做空,6K极值,89118.87,873.24,0.979,-4.19,8,0.43,0.32,弱突破,,,2026-01-25 08:00,88929.06,0,0.217,,0.217,1.5x,,1.5x,0.326,,0.326,弱突破平仓,2026
194,2026-01-24 20:00,做空,基准值,89383.9,963.36,1.076,-3.78,3,-0.0,0.38,弱突破,,,2026-01-24 20:00,89237.33,0,0.152,,0.152,1.5x,,1.5x,0.228,,0.228,弱突破平仓,2026
195,2026-01-22 20:00,做空,基准值,89418.36,1065.15,1.185,-3.63,4,-0.55,1.73,弱突破,,,2026-01-22 20:00,88990.21,0,0.402,,0.402,1.5x,,1.5x,0.603,,0.603,弱突破平仓,2026
196,2026-01-19 04:00,做空,6K极值,94852.28,747.85,0.784,1.74,30,-0.37,1.87,确认,,,2026-01-21 20:00,89740.72,16,6.835,,6.835,1.5x,,1.5x,10.252,,10.252,KAMA跟踪止损,2026
197,2026-01-19 00:00,做多,6K极值,95326.1,762.95,0.802,1.46,4,-0.09,0.55,弱突破,,,2026-01-19 00:00,95337.29,0,0.015,,0.015,2.0x,,2.0x,0.029,,0.029,弱突破平仓,2026
198,2026-01-16 20:00,做空,6K极值,95111.66,1035.11,1.085,1.83,13,0.19,1.36,确认,,,2026-01-17 08:00,95332.13,3,-0.213,,-0.213,1.5x,,1.5x,-0.319,,-0.319,3K收盘认赔,2026
199,2026-01-13 20:00,做多,6K极值,92644.88,876.84,0.953,-1.6,38,0.78,3.36,确认,,,2026-01-15 20:00,95881.39,12,3.691,,3.691,2.0x,,2.0x,7.382,,7.382,KAMA跟踪止损,2026
200,2026-01-12 08:00,做多,6K极值,91245.5,751.72,0.826,-2.66,14,0.31,2.75,确认,,,2026-01-12 16:00,90493.78,2,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2026
201,2026-01-11 20:00,做多,6K极值,90817.9,769.85,0.849,-2.97,10,0.25,0.68,弱突破,,,2026-01-11 20:00,90834.1,0,0.021,,0.021,2.0x,,2.0x,0.042,,0.042,弱突破平仓,2026
202,2026-01-11 04:00,做空,6K极值,90475.7,885.82,0.978,-3.15,3,0.04,0.18,弱突破,,,2026-01-11 04:00,90469.65,0,0.007,,0.007,1.5x,,1.5x,0.01,,0.01,弱突破平仓,2026
203,2026-01-09 16:00,做空,基准值,90525.52,1004.97,1.108,-3.11,3,0.2,1.14,弱突破,,,2026-01-09 16:00,90407.69,0,0.117,,0.117,1.5x,,1.5x,0.176,,0.176,弱突破平仓,2026
204,2026-01-08 12:00,做空,6K极值,90594.11,994.39,1.095,-3.13,25,0.57,1.24,弱突破,,,2026-01-08 12:00,90509.8,0,0.085,,0.085,1.5x,,1.5x,0.127,,0.127,弱突破平仓,2026
205,2026-01-07 20:00,做空,6K极值,91551.3,991.04,1.076,-1.83,4,1.74,1.62,弱突破,,,2026-01-07 20:00,91299.9,0,0.254,,0.254,1.5x,,1.5x,0.381,,0.381,弱突破平仓,2026
206,2026-01-04 04:00,做多,6K极值,90200.0,783.57,0.87,-4.09,6,0.62,0.68,确认,,,2026-01-07 00:00,93196.54,17,3.824,,3.824,2.0x,,2.0x,7.648,,7.648,KAMA跟踪止损,2026
207,2026-01-02 16:00,做多,6K极值,89088.0,725.04,0.816,-5.54,23,0.57,1.84,确认,,,2026-01-03 12:00,89730.01,5,0.885,,0.885,2.0x,,2.0x,1.771,,1.771,KAMA跟踪止损,2026
208,2026-01-02 08:00,做多,6K极值,88885.42,736.36,0.829,-5.69,8,0.93,1.34,弱突破,,,2026-01-02 08:00,88900.56,0,0.021,,0.021,2.0x,,2.0x,0.041,,0.041,弱突破平仓,2026
209,2026-01-02 04:00,做多,6K极值,88475.8,739.17,0.837,-6.19,7,0.83,0.58,弱突破,,,2026-01-02 04:00,88799.9,0,0.438,,0.438,2.0x,,2.0x,0.877,,0.877,弱突破平仓,2026
210,2026-01-02 00:00,做多,6K极值,88074.7,744.3,0.846,-6.55,6,0.19,0.61,弱突破,,,2026-01-02 00:00,88328.9,0,0.342,,0.342,2.0x,,2.0x,0.683,,0.683,弱突破平仓,2026
211,2026-01-01 00:00,做空,6K极值,87748.1,852.64,0.97,-6.79,7,0.58,1.18,弱突破,,,2026-01-01 00:00,87515.0,0,0.273,,0.273,1.5x,,1.5x,0.41,,0.41,弱突破平仓,2025
212,2025-12-31 20:00,做空,基准值,88135.27,823.09,0.925,-5.66,3,-0.58,1.66,弱突破,,,2025-12-31 20:00,87900.7,0,0.285,,0.285,1.5x,,1.5x,0.427,,0.427,弱突破平仓,2025
213,2025-12-31 16:00,做多,6K极值,88780.0,831.78,0.939,-6.09,3,0.43,0.67,弱突破,,,2025-12-31 16:00,88971.75,0,0.231,,0.231,2.0x,,2.0x,0.461,,0.461,弱突破平仓,2025
214,2025-12-30 20:00,做多,6K极值,88160.56,827.01,0.941,-7.0,6,0.77,2.64,确认,,,2025-12-31 12:00,88475.53,4,0.381,,0.381,2.0x,,2.0x,0.762,,0.762,KAMA跟踪止损,2025
215,2025-12-30 16:00,做多,基准值,87569.33,833.46,0.953,-7.45,3,0.15,1.69,弱突破,,,2025-12-30 16:00,87885.96,0,0.38,,0.38,2.0x,,2.0x,0.76,,0.76,弱突破平仓,2025
216,2025-12-29 08:00,做多,基准值,88060.9,710.43,0.808,-7.34,37,0.09,3.78,确认,,,2025-12-29 20:00,87646.04,3,-0.584,,-0.584,2.0x,,2.0x,-1.168,,-1.168,3K收盘认赔,2025
217,2025-12-29 00:00,做空,基准值,87571.3,731.62,0.833,-7.48,4,-0.1,0.75,弱突破,,,2025-12-29 00:00,87498.87,0,0.099,,0.099,1.5x,,1.5x,0.148,,0.148,弱突破平仓,2025
218,2025-12-28 04:00,做多,基准值,87638.81,856.54,0.979,-7.96,7,0.04,0.52,弱突破,,,2025-12-28 04:00,87847.1,0,0.243,,0.243,2.0x,,2.0x,0.486,,0.486,弱突破平仓,2025
219,2025-12-26 08:00,做多,基准值,88554.4,946.14,1.085,-8.73,17,-0.33,2.4,弱突破,,,2025-12-26 08:00,88796.1,0,0.255,,0.255,2.0x,,2.0x,0.511,,0.511,弱突破平仓,2025
220,2025-12-26 04:00,做空,基准值,87228.0,931.18,1.057,-7.77,6,-0.36,0.88,弱突破,,,2025-12-26 04:00,87192.37,0,0.038,,0.038,1.5x,,1.5x,0.057,,0.057,弱突破平仓,2025
221,2025-12-25 20:00,做多,基准值,87933.5,941.98,1.077,-8.43,9,-0.16,0.86,弱突破,,,2025-12-25 20:00,88316.1,0,0.406,,0.406,2.0x,,2.0x,0.812,,0.812,弱突破平仓,2025
222,2025-12-23 00:00,做空,基准值,88671.5,1077.1,1.201,-6.83,3,-1.08,1.57,确认,,,2025-12-25 04:00,87825.23,13,0.786,,0.786,1.5x,,1.5x,1.179,,1.179,KAMA跟踪止损,2025
223,2025-12-22 16:00,做多,6K极值,89599.47,1062.29,1.192,-7.41,28,0.77,1.6,弱突破,,,2025-12-22 16:00,89910.2,0,0.293,,0.293,2.0x,,2.0x,0.585,,0.585,弱突破平仓,2025
224,2025-12-21 16:00,做多,基准值,88418.5,1093.29,1.24,-8.65,9,-0.06,0.68,弱突破,,,2025-12-21 16:00,88570.65,0,0.139,,0.139,2.0x,,2.0x,0.278,,0.278,弱突破平仓,2025
225,2025-12-18 20:00,做多,6K极值,87413.9,1231.51,1.412,-10.28,5,1.18,2.71,确认,,,2025-12-19 00:00,86182.38,1,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2025
226,2025-12-18 16:00,做多,6K极值,86852.08,1255.63,1.447,-10.72,3,0.94,0.5,弱突破,,,2025-12-18 16:00,87219.9,0,0.293,,0.293,2.0x,,2.0x,0.586,,0.586,弱突破平仓,2025
227,2025-12-18 00:00,做空,基准值,86180.41,1280.7,1.469,-10.62,7,-0.02,2.01,弱突破,,,2025-12-18 00:00,85982.6,0,0.154,,0.154,1.5x,,1.5x,0.232,,0.232,弱突破平仓,2025
228,2025-12-17 12:00,做空,基准值,87024.5,1175.44,1.348,-10.64,3,0.88,1.02,弱突破,,,2025-12-17 12:00,87015.2,0,0.008,,0.008,1.5x,,1.5x,0.012,,0.012,弱突破平仓,2025
229,2025-12-15 20:00,做空,基准值,88034.9,1037.86,1.158,-8.73,78,-1.71,4.48,确认,,,2025-12-16 20:00,87608.25,6,0.411,,0.411,1.5x,,1.5x,0.617,,0.617,KAMA跟踪止损,2025
230,2025-12-15 04:00,做空,6K极值,88440.2,1038.77,1.172,-10.06,43,1.77,1.14,弱突破,,,2025-12-15 04:00,88103.18,0,0.324,,0.324,1.5x,,1.5x,0.487,,0.487,弱突破平仓,2025
231,2025-12-15 00:00,做空,6K极值,88686.4,1044.59,1.174,-9.68,42,1.37,0.96,弱突破,,,2025-12-15 00:00,88605.27,0,0.078,,0.078,1.5x,,1.5x,0.116,,0.116,弱突破平仓,2025
232,2025-12-14 16:00,做空,基准值,89722.05,1031.36,1.143,-8.44,15,-0.06,1.29,弱突破,,,2025-12-14 16:00,89325.93,0,0.384,,0.384,1.5x,,1.5x,0.576,,0.576,弱突破平仓,2025
233,2025-12-13 20:00,做空,基准值,90078.97,1217.25,1.348,-8.62,3,-0.08,0.36,弱突破,,,2025-12-13 20:00,90055.4,0,0.019,,0.019,1.5x,,1.5x,0.029,,0.029,弱突破平仓,2025
234,2025-12-12 04:00,做多,6K极值,91496.9,1374.13,1.513,-8.59,5,0.62,1.67,确认,,,2025-12-12 20:00,91496.9,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2025
235,2025-12-12 00:00,做多,6K极值,90601.31,1331.14,1.482,-9.55,3,-0.0,1.29,弱突破,,,2025-12-12 00:00,90793.6,0,0.144,,0.144,2.0x,,2.0x,0.289,,0.289,弱突破平仓,2025
236,2025-12-09 20:00,做多,基准值,90803.72,1231.64,1.363,-9.43,26,-0.29,2.41,确认,,,2025-12-11 08:00,91212.51,9,0.332,,0.332,2.0x,,2.0x,0.664,,0.664,KAMA跟踪止损,2025
237,2025-12-08 00:00,做多,基准值,89752.59,1129.34,1.262,-10.69,12,-0.19,1.81,确认,,,2025-12-08 20:00,90152.59,5,0.354,,0.354,2.0x,,2.0x,0.708,,0.708,KAMA跟踪止损,2025
238,2025-12-06 00:00,做空,6K极值,89924.66,1349.88,1.493,-10.33,18,1.85,2.07,弱突破,,,2025-12-06 00:00,89582.14,0,0.254,,0.254,1.5x,,1.5x,0.381,,0.381,弱突破平仓,2025
239,2025-12-05 20:00,做空,6K极值,90948.45,1342.6,1.47,-9.45,16,0.79,1.85,弱突破,,,2025-12-05 20:00,90415.35,0,0.397,,0.397,1.5x,,1.5x,0.596,,0.596,弱突破平仓,2025
240,2025-12-05 16:00,做空,基准值,91666.7,1345.93,1.459,-8.54,3,-0.31,0.72,弱突破,,,2025-12-05 16:00,91307.9,0,0.267,,0.267,1.5x,,1.5x,0.4,,0.4,弱突破平仓,2025
