序号,信号时间,方向,6K极值,入场基准,成交价,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,可能错过MFE%,可能错过R值,可能错过出场,可能错过持仓K数,是否错过大行情,年份
564,2024-07-16 04:00,做多,63777.0,63777.0,63777.0,回退6K极值,,954.03,1.496,成交,确认,62822.97,77807.94,2024-07-16 12:00,62822.97,2,-1.0,前3K止损,否,,1.9,-1.73,否,,,,,,2024
565,2024-07-16 00:00,做多,63299.8,63299.8,63299.8,回退6K极值,,953.49,1.506,成交,弱突破,,,2024-07-16 00:00,63309.9,0,0.011,弱突破平仓,否,,0.0,0.0,否,2.67,-0.438,止损,4,,2024
566,2024-07-15 12:00,做多,62777.0,60397.2,,回调基准,3.791,971.29,1.608,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
567,2024-07-15 08:00,做多,61412.4,60397.2,,回调基准,1.653,909.02,1.505,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
568,2024-07-15 04:00,做多,60397.2,60397.2,60397.2,回调基准,0.0,874.63,1.448,成交,弱突破,,,2024-07-15 04:00,60766.0,0,0.422,弱突破平仓,否,,0.0,0.0,否,7.6,3.632,止损,8,,2024
569,2024-07-14 12:00,做多,59850.0,59850.0,59850.0,回退6K极值,,933.33,1.559,成交,弱突破,,,2024-07-14 12:00,60031.3,0,0.194,弱突破平仓,否,,0.0,0.0,否,8.59,3.99,止损,12,,2024
570,2024-07-14 04:00,做多,58950.0,58950.0,58950.0,回退6K极值,,914.04,1.551,成交,弱突破,,,2024-07-14 04:00,59174.0,0,0.245,弱突破平仓,否,,0.0,0.0,否,10.24,5.059,止损,14,是,2024
571,2024-07-13 16:00,做多,58500.0,58500.0,58500.0,回调基准,0.0,962.79,1.646,成交,弱突破,,,2024-07-13 16:00,58513.9,0,0.014,弱突破平仓,否,,0.0,0.0,否,11.09,5.27,止损,17,是,2024
572,2024-07-12 08:00,做空,57030.0,57030.0,57030.0,回调基准,0.0,1077.54,1.889,成交,弱突破,,,2024-07-12 08:00,56887.6,0,0.132,弱突破平仓,否,,0.0,0.0,否,0.6,-1.0,止损,3,,2024
573,2024-07-10 12:00,做多,58290.6,58290.6,58290.6,回调基准,0.0,1104.7,1.895,成交,确认,57185.9,71114.53,2024-07-11 04:00,58290.6,4,0.0,KAMA跟踪止损,否,,1.24,-2.0,否,,,,,,2024
574,2024-07-08 04:00,做空,56555.1,56555.1,56555.1,回退6K极值,,998.61,1.766,成交,确认,57553.71,49768.49,2024-07-08 16:00,57553.71,3,-1.0,前3K止损,否,,4.09,-2.91,否,,,,,,2024
575,2024-07-07 04:00,做多,58089.9,56975.0,,回调基准,1.919,1086.28,1.907,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
576,2024-07-07 00:00,做多,57420.0,57000.0,,回调基准,0.731,1093.98,1.919,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
577,2024-07-06 20:00,做多,57000.0,57000.0,57000.0,回调基准,0.0,1101.86,1.933,成交,弱突破,,,2024-07-06 20:00,57285.4,0,0.259,弱突破平仓,否,,0.0,0.0,否,2.58,0.366,止损,4,,2024
578,2024-07-05 12:00,做空,54918.3,54918.3,54918.3,回退6K极值,,1103.75,2.01,成交,弱突破,,,2024-07-05 12:00,54389.4,0,0.479,弱突破平仓,否,,0.0,0.0,否,1.91,-1.0,止损,2,,2024
579,2024-07-02 20:00,做空,62387.0,62502.2,62502.2,回调基准,0.185,666.73,1.067,成交,确认,63168.93,55001.94,2024-07-05 08:00,55001.94,15,20.221,止盈,是,60983.5,12.13,0.22,否,,,,,,2024
580,2024-07-01 04:00,做多,62100.0,62100.0,62100.0,回退6K极值,,638.6,1.028,成交,确认,61461.4,75762.0,2024-07-01 20:00,62624.84,4,-0.418,KAMA跟踪止损,是,63416.4,2.74,0.65,否,,,,,,2024
581,2024-07-01 00:00,做多,61871.8,61130.0,,回调基准,1.199,644.81,1.055,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
582,2024-06-30 12:00,做多,61232.0,61232.0,61232.0,回调基准,0.0,644.92,1.053,成交,弱突破,,,2024-06-30 12:00,61533.6,0,0.468,弱突破平仓,否,,0.0,0.0,否,4.19,2.153,止损,7,,2024
583,2024-06-29 00:00,做空,60721.2,60721.2,60721.2,回退6K极值,,787.86,1.298,成交,确认,61509.06,53434.66,2024-06-29 16:00,60721.2,4,0.0,KAMA跟踪止损,否,,1.13,-0.84,否,,,,,,2024
584,2024-06-28 20:00,做空,61137.7,61137.7,61137.7,回调基准,0.0,768.97,1.258,成交,弱突破,,,2024-06-28 20:00,61039.9,0,0.127,弱突破平仓,否,,0.0,0.0,否,1.8,0.157,止损,4,,2024
585,2024-06-27 00:00,做空,61100.0,61100.0,61100.0,回调基准,0.0,845.6,1.384,成交,弱突破,,,2024-06-27 00:00,60991.0,0,0.129,弱突破平仓,否,,0.0,0.0,否,0.81,0.15,止损,4,,2024
586,2024-06-25 20:00,做多,61677.0,61677.0,61677.0,回调基准,0.0,861.77,1.397,成交,弱突破,,,2024-06-25 20:00,61776.0,0,0.115,弱突破平仓,否,,0.0,0.0,否,1.28,0.0,止损,4,,2024
587,2024-06-24 08:00,做空,63137.9,63137.9,63137.9,回退6K极值,,567.27,0.898,成交,确认,63705.17,55561.35,2024-06-25 08:00,60740.35,6,5.138,KAMA跟踪止损,是,61257.3,7.79,0.29,否,,,,,,2024
588,2024-06-24 04:00,做空,63888.0,64215.9,,回调基准,-0.513,544.77,0.848,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
589,2024-06-23 20:00,做空,64200.2,64200.2,64200.2,回调基准,0.0,568.47,0.885,成交,弱突破,,,2024-06-23 20:00,64071.8,0,0.226,弱突破平仓,否,,0.0,0.0,否,9.32,6.086,止损,9,,2024
590,2024-06-21 16:00,做空,64167.1,64167.1,64167.1,回退6K极值,,768.45,1.198,成交,确认,64935.55,56467.05,2024-06-22 08:00,64167.1,4,0.0,KAMA跟踪止损,否,,1.26,-0.44,否,,,,,,2024
591,2024-06-21 12:00,做空,64306.5,64306.5,64306.5,回退6K极值,,780.01,1.213,成交,弱突破,,,2024-06-21 12:00,64179.4,0,0.163,弱突破平仓,否,,0.0,0.0,否,1.47,0.0,止损,4,,2024
592,2024-06-21 08:00,做空,64526.0,64804.7,64804.7,回调基准,0.432,781.64,1.206,成交,弱突破,,,2024-06-21 08:00,64473.4,0,0.424,弱突破平仓,否,,0.0,0.0,否,10.16,5.2,止损,24,是,2024
593,2024-06-20 16:00,做多,65977.0,65519.6,,回调基准,0.693,759.66,1.159,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
594,2024-06-20 12:00,做多,65711.9,65711.9,65711.9,回调基准,0.0,750.94,1.143,成交,弱突破,,,2024-06-20 12:00,65831.4,0,0.159,弱突破平仓,否,,0.0,0.0,否,1.15,-1.0,止损,2,,2024
595,2024-06-17 16:00,做空,65907.5,66169.4,66169.4,回调基准,0.397,673.93,1.018,成交,确认,66843.33,58229.07,2024-06-18 00:00,66843.33,2,-1.0,前3K止损,否,,1.62,-1.68,否,,,,,,2024
596,2024-06-15 00:00,做空,66251.1,66251.1,66251.1,回调基准,0.0,886.5,1.338,成交,确认,67137.6,58300.97,2024-06-15 16:00,66251.1,4,0.0,KAMA跟踪止损,否,,1.18,-0.6,否,,,,,,2024
597,2024-06-13 20:00,做空,66957.0,66957.0,66957.0,回调基准,0.0,901.55,1.346,成交,确认,67858.55,58922.16,2024-06-14 12:00,66957.0,4,0.0,KAMA跟踪止损,否,,1.05,-0.41,否,,,,,,2024
598,2024-06-12 20:00,做多,68065.3,68065.3,68065.3,回退6K极值,,714.25,1.049,成交,确认,67351.05,83039.67,2024-06-13 00:00,67351.05,1,-1.0,前3K止损,否,,2.64,-1.25,否,,,,,,2024
599,2024-06-11 08:00,做空,69201.2,69201.2,69201.2,回调基准,0.0,581.07,0.84,成交,确认,69782.27,60897.06,2024-06-12 16:00,68034.94,8,1.228,KAMA跟踪止损,是,67582.0,4.63,1.05,否,,,,,,2024
600,2024-06-10 20:00,做多,69879.0,69879.0,69879.0,回调基准,0.0,563.65,0.807,成交,弱突破,,,2024-06-10 20:00,70090.9,0,0.376,弱突破平仓,否,,0.0,0.0,否,0.41,-1.0,止损,3,,2024
601,2024-06-08 00:00,做空,70101.9,70101.9,70101.9,回调基准,0.0,760.9,1.085,成交,确认,70862.8,61689.67,2024-06-09 20:00,69772.31,11,0.433,KAMA跟踪止损,否,,1.57,0.4,否,,,,,,2024
602,2024-06-07 16:00,做多,71714.8,71714.8,71714.8,回调基准,0.0,725.1,1.011,成交,弱突破,,,2024-06-07 16:00,71750.0,0,0.049,弱突破平仓,否,,0.0,0.0,否,0.6,-1.0,止损,1,,2024
603,2024-06-07 00:00,做空,70711.3,70711.3,70711.3,回调基准,0.0,743.41,1.051,成交,弱突破,,,2024-06-07 00:00,70526.1,0,0.249,弱突破平仓,否,,0.0,0.0,否,0.86,-1.0,止损,3,,2024
604,2024-06-05 20:00,做多,71430.0,71430.0,71430.0,回退6K极值,,788.29,1.104,成交,弱突破,,,2024-06-05 20:00,71625.1,0,0.247,弱突破平仓,否,,0.0,0.0,否,0.55,-0.434,止损,4,,2024
605,2024-06-04 20:00,做多,70372.9,70372.9,70372.9,回调基准,0.0,763.89,1.085,成交,弱突破,,,2024-06-04 20:00,70492.0,0,0.156,弱突破平仓,否,,0.0,0.0,否,2.06,0.554,止损,13,,2024
606,2024-06-03 12:00,做多,68848.0,68545.9,68545.9,回调基准,0.439,723.27,1.055,成交,确认,67822.63,83626.0,2024-06-04 08:00,68716.27,5,-1.055,KAMA跟踪止损,是,69650.0,2.67,0.01,否,,,,,,2024
607,2024-06-02 16:00,做多,67951.7,67936.0,67936.0,回调基准,0.023,684.16,1.007,成交,确认,67251.84,82881.92,2024-06-03 08:00,68174.97,4,0.349,KAMA跟踪止损,否,,1.34,-0.94,否,,,,,,2024
608,2024-05-31 20:00,做空,67792.4,67792.4,67792.4,回调基准,0.0,857.21,1.264,成交,确认,68649.61,59657.31,2024-06-01 12:00,67792.4,4,0.0,KAMA跟踪止损,否,,1.61,-0.39,否,,,,,,2024
609,2024-05-30 20:00,做多,68479.0,68330.6,68330.6,回调基准,0.217,902.13,1.32,成交,弱突破,,,2024-05-30 20:00,68566.4,0,0.261,弱突破平仓,否,,0.0,0.0,否,1.81,0.135,止损,4,,2024
610,2024-05-28 12:00,做空,67760.0,68268.7,,回调基准,-0.751,952.13,1.395,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
611,2024-05-27 20:00,做多,69425.2,69425.2,69425.2,回调基准,0.0,804.9,1.159,成交,确认,68620.3,84698.74,2024-05-28 08:00,68620.3,3,-1.0,前3K止损,否,,1.91,-2.4,否,,,,,,2024
612,2024-05-27 04:00,做空,68678.5,68830.0,68830.0,回调基准,0.221,822.6,1.195,成交,弱突破,,,2024-05-27 04:00,68524.3,0,0.372,弱突破平仓,否,,0.0,0.0,否,0.82,0.0,止损,4,,2024
613,2024-05-23 20:00,做空,68736.8,68736.8,68736.8,回调基准,0.0,938.65,1.366,成交,确认,69675.45,60488.38,2024-05-25 00:00,68702.51,7,-1.523,KAMA跟踪止损,是,67239.0,3.75,-0.78,否,,,,,,2024
614,2024-05-23 04:00,做空,69241.5,69242.0,69242.0,回调基准,0.001,997.15,1.44,成交,弱突破,,,2024-05-23 04:00,69219.1,0,0.023,弱突破平仓,否,,0.0,0.0,否,2.35,-0.78,止损,4,,2024
615,2024-05-21 04:00,做多,70120.0,70120.0,70120.0,回退6K极值,,872.27,1.244,成交,确认,69247.73,85546.4,2024-05-21 20:00,70120.0,4,0.0,KAMA跟踪止损,否,,2.87,-0.57,否,,,,,,2024
616,2024-05-21 00:00,做多,67499.9,66964.7,,回调基准,0.793,772.12,1.153,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
617,2024-05-20 20:00,做多,67341.4,67303.4,67303.4,回调基准,0.056,771.51,1.146,成交,弱突破,,,2024-05-20 20:00,67382.1,0,0.102,弱突破平仓,否,,0.0,0.0,否,7.18,3.016,止损,7,,2024
618,2024-05-20 00:00,做空,66619.4,66682.6,66682.6,回调基准,0.095,764.52,1.147,成交,确认,67447.12,58680.69,2024-05-20 16:00,66425.69,4,0.336,KAMA跟踪止损,否,,1.09,-0.99,否,,,,,,2024
619,2024-05-17 20:00,做多,66800.0,66800.0,66800.0,回调基准,0.0,913.77,1.368,成交,弱突破,,,2024-05-17 20:00,67170.0,0,0.405,弱突破平仓,否,,0.0,0.0,否,0.72,0.0,止损,4,,2024
620,2024-05-16 00:00,做多,65055.0,65055.0,65055.0,回退6K极值,,919.17,1.413,成交,确认,64135.83,79367.1,2024-05-16 20:00,65664.47,5,-0.228,KAMA跟踪止损,是,66483.8,2.68,0.44,否,,,,,,2024
621,2024-05-15 20:00,做多,62972.7,62295.9,,回调基准,1.075,826.31,1.326,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
622,2024-05-15 16:00,做多,62295.9,62295.9,62295.9,回调基准,0.0,812.64,1.304,成交,弱突破,,,2024-05-15 16:00,62447.4,0,0.186,弱突破平仓,否,,0.0,0.0,否,7.23,4.145,止损,7,,2024
623,2024-05-13 12:00,做多,61849.4,61849.4,61849.4,回调基准,0.0,821.44,1.328,成交,确认,61027.96,75456.27,2024-05-14 08:00,62458.46,5,-0.089,KAMA跟踪止损,是,63140.5,2.57,0.72,否,,,,,,2024
624,2024-05-10 04:00,做多,62637.3,62224.5,,回调基准,0.659,1019.2,1.638,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
625,2024-05-09 04:00,做空,61736.7,61736.7,61736.7,回退6K极值,,1029.41,1.667,成交,确认,62766.11,54328.3,2024-05-09 20:00,61736.7,4,0.0,KAMA跟踪止损,否,,1.92,-0.85,否,,,,,,2024
626,2024-05-08 04:00,做空,62758.1,62805.6,62805.6,回调基准,0.076,1086.35,1.73,成交,弱突破,,,2024-05-08 04:00,62296.0,0,0.469,弱突破平仓,否,,0.0,0.0,否,3.59,0.525,止损,10,,2024
627,2024-05-05 20:00,做多,64198.9,64198.9,64198.9,回调基准,0.0,1137.43,1.772,成交,弱突破,,,2024-05-05 20:00,64398.0,0,0.175,弱突破平仓,否,,0.0,0.0,否,0.57,-0.324,止损,4,,2024
628,2024-05-03 20:00,做多,59976.9,59976.9,59976.9,回调基准,0.0,1200.89,2.002,成交,确认,58776.01,73171.82,2024-05-05 08:00,63163.88,9,3.596,KAMA跟踪止损,是,62031.9,7.62,2.54,否,,,,,,2024
629,2024-05-03 08:00,做多,59637.3,59637.3,59637.3,回退6K极值,,1251.17,2.098,成交,弱突破,,,2024-05-03 08:00,59687.9,0,0.04,弱突破平仓,否,,0.0,0.0,否,8.23,2.819,止损,12,,2024
630,2024-04-30 16:00,做空,61726.2,61726.2,61726.2,回调基准,0.0,910.86,1.476,成交,确认,62637.06,54319.06,2024-05-02 20:00,59116.73,13,3.04,KAMA跟踪止损,是,59276.2,8.41,0.24,否,,,,,,2024
631,2024-04-29 08:00,做空,62700.0,63230.7,63230.7,回调基准,0.846,844.24,1.335,成交,确认,64074.94,55643.02,2024-04-30 04:00,63230.7,5,0.0,KAMA跟踪止损,否,,2.38,-1.53,否,,,,,,2024
632,2024-04-29 04:00,做空,63115.0,63115.0,63115.0,回调基准,0.0,835.16,1.323,成交,弱突破,,,2024-04-29 04:00,63088.3,0,0.032,弱突破平仓,否,,0.0,0.0,否,2.2,0.0,止损,5,,2024
633,2024-04-28 08:00,做多,63901.4,63901.4,63901.4,回调基准,0.0,911.13,1.426,成交,弱突破,,,2024-04-28 08:00,63989.8,0,0.097,弱突破平仓,否,,0.0,0.0,否,0.22,-0.431,止损,4,,2024
634,2024-04-27 08:00,做空,63291.5,63844.0,63844.0,回调基准,0.873,986.32,1.545,成交,确认,64830.32,56182.72,2024-04-28 00:00,63603.94,4,0.243,KAMA跟踪止损,否,,1.87,0.34,否,,,,,,2024
635,2024-04-24 20:00,做空,65750.0,65750.0,65750.0,回调基准,0.0,1022.8,1.556,成交,确认,66772.8,57860.0,2024-04-26 00:00,64456.05,7,0.781,KAMA跟踪止损,是,63960.9,4.61,0.96,否,,,,,,2024
636,2024-04-23 00:00,做多,66449.0,66449.0,66449.0,回调基准,0.0,1272.49,1.915,成交,弱突破,,,2024-04-23 00:00,66495.6,0,0.037,弱突破平仓,否,,0.0,0.0,否,1.16,-0.29,止损,4,,2024
637,2024-04-19 12:00,做多,64100.0,64100.0,64100.0,回调基准,0.0,1770.6,2.762,成交,弱突破,,,2024-04-19 12:00,64519.6,0,0.237,弱突破平仓,否,,0.0,0.0,否,2.15,0.0,止损,4,,2024
638,2024-04-18 20:00,做多,63049.9,62957.2,62957.2,回调基准,0.147,1671.67,2.655,成交,弱突破,,,2024-04-18 20:00,63474.0,0,0.309,弱突破平仓,否,,0.0,0.0,否,1.43,-1.0,止损,3,,2024
639,2024-04-17 20:00,做空,61680.0,61680.0,61680.0,回调基准,0.0,1602.91,2.599,成交,确认,63282.91,54278.4,2024-04-18 12:00,61680.0,4,0.0,KAMA跟踪止损,否,,3.33,-0.83,否,,,,,,2024
640,2024-04-15 12:00,做多,65842.8,64891.6,64891.6,回调基准,1.445,1624.22,2.503,成交,确认,63267.38,79167.75,2024-04-16 00:00,63267.38,3,-1.0,前3K止损,否,,3.06,-4.08,否,,,,,,2024
641,2024-04-13 00:00,做空,69267.0,69608.1,69608.1,回调基准,0.492,1133.97,1.629,成交,确认,70742.07,61255.13,2024-04-14 04:00,61255.13,7,12.553,止盈,是,67136.4,14.3,2.35,否,,,,,,2024
642,2024-04-12 20:00,做空,69592.6,69592.6,69592.6,回调基准,0.0,1100.97,1.582,成交,弱突破,,,2024-04-12 20:00,69374.1,0,0.198,弱突破平仓,否,,0.0,0.0,否,14.28,7.585,止盈,8,是,2024
643,2024-04-11 04:00,做多,70130.0,69650.0,69650.0,回调基准,0.684,1147.22,1.647,成交,确认,68502.78,84973.0,2024-04-11 20:00,69815.26,4,0.144,KAMA跟踪止损,否,,2.49,-0.08,否,,,,,,2024
644,2024-04-11 00:00,做多,69650.0,69650.0,69650.0,回调基准,0.0,1126.28,1.617,成交,弱突破,,,2024-04-11 00:00,70121.0,0,0.418,弱突破平仓,否,,0.0,0.0,否,2.53,0.147,止损,5,,2024
645,2024-04-09 20:00,做空,69536.8,71276.0,,回调基准,-2.501,1108.38,1.555,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
646,2024-04-08 16:00,做多,70917.0,70395.0,,回调基准,0.736,1061.87,1.508,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
647,2024-04-08 12:00,做多,70395.0,70395.0,70395.0,回调基准,0.0,1032.47,1.467,成交,弱突破,,,2024-04-08 12:00,70745.4,0,0.339,弱突破平仓,否,,0.0,0.0,否,3.54,0.464,止损,6,,2024
648,2024-04-07 04:00,做多,68490.1,68490.1,68490.1,回退6K极值,,1115.56,1.629,成交,弱突破,,,2024-04-07 04:00,68901.6,0,0.369,弱突破平仓,否,,0.0,0.0,否,6.42,2.137,止损,14,,2024
649,2024-04-05 00:00,做多,67916.0,66624.0,,回调基准,1.902,1158.79,1.739,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
650,2024-04-02 08:00,做空,68103.3,68103.3,68103.3,回退6K极值,,999.0,1.467,成交,确认,69102.3,59930.9,2024-04-04 20:00,66771.99,15,1.064,KAMA跟踪止损,是,66503.3,5.29,0.28,否,,,,,,2024
651,2024-04-01 20:00,做空,68895.5,70329.6,,回调基准,-2.082,931.39,1.324,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
652,2024-04-01 12:00,做空,69928.0,69928.0,69928.0,回调基准,0.0,899.77,1.287,成交,弱突破,,,2024-04-01 12:00,69637.0,0,0.323,弱突破平仓,否,,0.0,0.0,否,2.61,0.0,止损,4,,2024
653,2024-04-01 00:00,做多,70824.0,70373.8,,回调基准,0.636,906.94,1.289,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
654,2024-03-29 20:00,做空,69612.8,70411.0,70411.0,回调基准,1.147,1218.37,1.73,成交,确认,71629.37,61961.68,2024-03-30 12:00,69816.51,4,0.488,KAMA跟踪止损,否,,1.83,0.03,否,,,,,,2024
655,2024-03-27 20:00,做空,69320.0,69320.0,69320.0,回调基准,0.0,1364.09,1.968,成交,弱突破,,,2024-03-27 20:00,68922.0,0,0.292,弱突破平仓,否,,0.0,0.0,否,1.38,-0.021,止损,4,,2024
656,2024-03-25 20:00,做多,67780.0,67780.0,67780.0,回退6K极值,,1413.67,2.086,成交,确认,66366.33,82691.6,2024-03-26 20:00,69554.21,6,0.218,KAMA跟踪止损,是,71019.6,5.71,2.27,否,,,,,,2024
657,2024-03-25 04:00,做多,66127.0,65245.3,,回调基准,1.333,1482.51,2.272,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
658,2024-03-23 20:00,做多,64887.6,64729.1,64729.1,回调基准,0.244,1693.81,2.617,成交,弱突破,,,2024-03-23 20:00,65147.5,0,0.247,弱突破平仓,否,,0.0,0.0,否,2.04,-0.426,止损,4,,2024
659,2024-03-22 20:00,做空,64102.0,64550.1,64550.1,回调基准,0.699,1798.84,2.787,成交,弱突破,,,2024-03-22 20:00,63920.0,0,0.35,弱突破平仓,否,,0.0,0.0,否,3.5,0.044,止损,4,,2024
660,2024-03-22 16:00,做空,64550.1,64550.1,64550.1,回调基准,0.0,1771.88,2.745,成交,弱突破,,,2024-03-22 16:00,64268.0,0,0.159,弱突破平仓,否,,0.0,0.0,否,3.5,0.044,止损,5,,2024
661,2024-03-21 04:00,做多,66062.4,64549.2,,回调基准,2.291,1935.65,2.999,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
662,2024-03-19 08:00,做空,66601.6,66814.6,66814.6,回调基准,0.32,1651.01,2.471,成交,确认,68465.61,58796.85,2024-03-21 00:00,64381.87,10,0.72,KAMA跟踪止损,是,63137.1,9.0,1.13,否,,,,,,2024
663,2024-03-18 00:00,做多,68477.0,68477.0,68477.0,回调基准,0.0,1802.14,2.632,成交,弱突破,,,2024-03-18 00:00,68575.5,0,0.055,弱突破平仓,否,,0.0,0.0,否,0.83,-0.119,止损,4,,2024
664,2024-03-17 04:00,做空,66700.0,67420.0,67420.0,回调基准,1.079,1729.96,2.566,成交,确认,69149.96,59329.6,2024-03-17 20:00,67420.0,4,0.0,KAMA跟踪止损,否,,4.24,-1.16,否,,,,,,2024
665,2024-03-17 00:00,做空,67420.0,67420.0,67420.0,回调基准,0.0,1727.48,2.562,成交,弱突破,,,2024-03-17 00:00,66969.1,0,0.261,弱突破平仓,否,,0.0,0.0,否,4.24,0.0,止损,4,,2024
666,2024-03-14 20:00,做空,71671.1,71671.1,71671.1,回调基准,0.0,1277.98,1.783,成交,确认,72949.08,63070.57,2024-03-16 00:00,70289.95,7,0.463,KAMA跟踪止损,是,69500.4,8.5,-1.16,否,,,,,,2024
667,2024-03-11 12:00,做多,69999.8,69999.8,69999.8,回调基准,0.0,1276.36,1.823,成交,确认,68723.44,85399.76,2024-03-12 20:00,70998.09,8,-0.051,KAMA跟踪止损,是,72061.4,4.81,1.11,否,,,,,,2024
668,2024-03-10 12:00,做多,69344.0,68608.7,,回调基准,1.06,1316.85,1.919,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
669,2024-03-10 08:00,做多,68608.7,68608.7,68608.7,回调基准,0.0,1329.24,1.937,成交,弱突破,,,2024-03-10 08:00,69208.1,0,0.451,弱突破平仓,否,,0.0,0.0,否,2.03,0.0,止损,5,,2024
670,2024-03-06 00:00,做空,65021.1,66100.0,66100.0,回调基准,1.659,1404.28,2.124,成交,确认,67504.28,58168.0,2024-03-06 16:00,66100.0,4,-1.675,KAMA跟踪止损,是,63747.4,7.41,-2.47,否,,,,,,2024
671,2024-03-04 00:00,做多,62720.0,62276.6,62276.6,回调基准,0.707,1023.59,1.644,成交,确认,61253.01,75977.45,2024-03-05 12:00,67361.57,9,8.134,KAMA跟踪止损,是,64120.6,10.51,0.04,否,,,,,,2024
672,2024-02-26 20:00,做多,52050.0,52050.0,52050.0,回调基准,0.0,510.42,0.981,成交,确认,51539.58,63501.0,2024-02-29 00:00,63501.0,13,40.008,止盈,是,54531.3,23.54,1.4,否,,,,,,2024
673,2024-02-26 16:00,做空,51300.4,51300.4,51300.4,回调基准,0.0,510.62,0.995,成交,弱突破,,,2024-02-26 16:00,51126.4,0,0.341,弱突破平仓,否,,0.0,0.0,否,0.61,-1.0,止损,1,,2024
674,2024-02-25 00:00,做多,51228.6,51228.6,51228.6,回调基准,0.0,594.79,1.161,成交,确认,50633.81,62498.89,2024-02-25 20:00,51489.83,5,0.439,KAMA跟踪止损,否,,1.41,0.46,否,,,,,,2024
675,2024-02-23 12:00,做空,50967.5,50967.5,50967.5,回调基准,0.0,712.46,1.398,成交,弱突破,,,2024-02-23 12:00,50952.3,0,0.021,弱突破平仓,否,,0.0,0.0,否,0.89,-0.229,止损,4,,2024
676,2024-02-20 08:00,做空,51688.8,51933.1,,回调基准,-0.473,618.77,1.191,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
677,2024-02-19 04:00,做多,52109.0,52109.0,52109.0,回调基准,0.0,657.0,1.261,成交,弱突破,,,2024-02-19 04:00,52175.9,0,0.102,弱突破平仓,否,,0.0,0.0,否,0.81,0.0,止损,4,,2024
678,2024-02-14 16:00,做多,50290.0,50290.0,50290.0,回调基准,0.0,714.27,1.42,成交,确认,49575.73,61353.8,2024-02-17 20:00,51401.34,19,1.255,KAMA跟踪止损,是,51616.4,5.11,0.71,否,,,,,,2024
679,2024-02-12 20:00,做多,48846.0,48469.3,48469.3,回调基准,0.771,592.21,1.222,成交,确认,47877.09,59132.55,2024-02-13 20:00,48837.18,6,-0.576,KAMA跟踪止损,是,49545.9,4.04,-0.23,否,,,,,,2024
680,2024-02-11 08:00,做多,48189.6,47489.9,,回调基准,1.452,570.62,1.202,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
681,2024-02-11 04:00,做多,47671.7,47671.7,47671.7,回调基准,0.0,561.03,1.177,成交,弱突破,,,2024-02-11 04:00,47732.6,0,0.109,弱突破平仓,否,,0.0,0.0,否,2.46,0.195,止损,8,,2024
682,2024-02-08 20:00,做多,44884.3,44884.3,44884.3,回退6K极值,,462.0,1.029,成交,确认,44422.3,54758.85,2024-02-10 16:00,47052.74,11,6.872,KAMA跟踪止损,是,46046.5,7.45,-0.01,否,,,,,,2024
683,2024-02-08 08:00,做多,44388.0,44388.0,44388.0,回退6K极值,,478.7,1.078,成交,弱突破,,,2024-02-08 08:00,44523.6,0,0.283,弱突破平仓,否,,0.0,0.0,否,8.66,5.567,止损,14,,2024
684,2024-02-08 04:00,做多,43708.2,43312.3,,回调基准,0.906,462.21,1.067,限价未成交,确认,,,,,,,限价未成交,,,,,,,,,,,2024
685,2024-02-08 00:00,做多,43378.8,43378.8,43378.8,回调基准,0.0,448.86,1.035,成交,弱突破,,,2024-02-08 00:00,43596.1,0,0.484,弱突破平仓,否,,0.0,0.0,否,11.18,8.185,止损,16,是,2024
